time_bucket,bid_px_00_first,bid_px_00_last,ask_px_00_first,ask_px_00_last,OF1_b_sum,OF1_a_sum,OF2_b_sum,OF2_a_sum,OF3_b_sum,OF3_a_sum,OF4_b_sum,OF4_a_sum,OF5_b_sum,OF5_a_sum,OF6_b_sum,OF6_a_sum,OF7_b_sum,OF7_a_sum,mid_price_start,mid_price_end,return,OFI1,OFI2,OFI3,OFI4,OFI5,OFI6,OFI7,event_count,OFI1_normalized,OFI2_normalized,OFI3_normalized,OFI4_normalized,OFI5_normalized,OFI6_normalized,OFI7_normalized,symbol,OFI_integrated
2024-10-21 12:02:30,233.6,233.6,233.78,233.78,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.0,0.0,110.0,0.0,233.69,233.69,0.0,0.0,0.0,0.0,0.0,0.0,29.0,110.0,3,0.0,0.0,0.0,0.0,0.0,9.666666666666666,36.666666666666664,AAPL,-0.15067662476984434
2024-10-21 12:02:45,233.58,233.58,233.78,233.77,500.0,600.0,10.0,-25.0,1845.0,80.0,147.0,484.0,446.0,714.0,470.0,640.0,370.0,1306.0,233.68,233.675,-2.1396781924032382e-05,-100.0,35.0,1765.0,-337.0,-268.0,-170.0,-936.0,18,-5.555555555555555,1.9444444444444444,98.05555555555556,-18.72222222222222,-14.88888888888889,-9.444444444444445,-52.0,AAPL,-0.3458407708793537
2024-10-21 12:03:00,233.58,233.58,233.77,233.77,0.0,0.0,0.0,0.0,400.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,233.675,233.675,0.0,0.0,0.0,400.0,0.0,0.0,0.0,0.0,1,0.0,0.0,400.0,0.0,0.0,0.0,0.0,AAPL,0.23084390539039681
2024-10-21 12:03:15,233.58,233.58,233.77,233.77,0.0,0.0,0.0,0.0,415.0,0.0,44.0,0.0,139.0,0.0,120.0,0.0,120.0,0.0,233.675,233.675,0.0,0.0,0.0,415.0,44.0,139.0,120.0,120.0,2,0.0,0.0,207.5,22.0,69.5,60.0,60.0,AAPL,0.4713761092922246
2024-10-21 12:03:30,233.58,233.66,233.76,233.76,1.0,200.0,500.0,0.0,10.0,0.0,400.0,454.0,153.0,488.0,203.0,396.0,230.0,1108.0,233.67000000000002,233.70999999999998,0.00017118158086182333,-199.0,500.0,10.0,-54.0,-335.0,-193.0,-878.0,10,-19.9,50.0,1.0,-5.4,-33.5,-19.3,-87.8,AAPL,-0.5489518390268269
2024-10-21 12:03:45,233.66,233.66,233.76,233.77,0.0,550.0,0.0,175.0,200.0,279.0,410.0,698.0,73.0,686.0,390.0,950.0,360.0,1509.0,233.70999999999998,233.715,2.1394035343069717e-05,-550.0,-175.0,-79.0,-288.0,-613.0,-560.0,-1149.0,15,-36.666666666666664,-11.666666666666666,-5.266666666666667,-19.2,-40.86666666666667,-37.333333333333336,-76.6,AAPL,-0.7143690641569216
2024-10-21 12:04:00,233.66,233.66,233.77,233.78,0.0,150.0,218.0,25.0,737.0,227.0,516.0,227.0,165.0,244.0,355.0,198.0,250.0,554.0,233.715,233.72,2.13935776480767e-05,-150.0,193.0,510.0,289.0,-79.0,157.0,-304.0,12,-12.5,16.083333333333332,42.5,24.083333333333332,-6.583333333333333,13.083333333333334,-25.333333333333332,AAPL,-0.20435157557673733
2024-10-21 12:04:15,233.66,233.66,233.78,233.78,0.0,0.0,0.0,0.0,1100.0,400.0,1766.0,230.0,178.0,244.0,344.0,198.0,745.0,554.0,233.72,233.72,0.0,0.0,0.0,700.0,1536.0,-66.0,146.0,191.0,22,0.0,0.0,31.818181818181817,69.81818181818181,-3.0,6.636363636363637,8.681818181818182,AAPL,-0.089268885333926
2024-10-21 12:04:30,233.66,233.66,233.78,233.78,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,233.72,233.72,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,AAPL,-0.25970622505669183
2024-10-21 12:04:45,233.66,233.66,233.72,233.72,0.0,3.0,0.0,150.0,5.0,25.0,0.0,1230.0,27.0,260.0,15.0,444.0,110.0,242.0,233.69,233.69,0.0,-3.0,-150.0,-20.0,-1230.0,-233.0,-429.0,-132.0,8,-0.375,-18.75,-2.5,-153.75,-29.125,-53.625,-16.5,AAPL,-0.7511453938408358
2024-10-21 12:05:00,233.66,233.66,233.72,233.72,0.0,0.0,0.0,200.0,0.0,150.0,0.0,-175.0,0.0,0.0,0.0,0.0,0.0,0.0,233.69,233.69,0.0,0.0,-200.0,-150.0,175.0,0.0,0.0,0.0,3,0.0,-66.66666666666667,-50.0,58.333333333333336,0.0,0.0,0.0,AAPL,-0.3226290198307334
2024-10-21 12:05:15,233.66,233.66,233.72,233.78,114.0,150.0,33.0,175.0,542.0,425.0,1228.0,460.0,942.0,430.0,289.0,288.0,177.0,352.0,233.69,233.72,0.00012837519791175644,-36.0,-142.0,117.0,768.0,512.0,1.0,-175.0,11,-3.272727272727273,-12.909090909090908,10.636363636363637,69.81818181818181,46.54545454545455,0.09090909090909091,-15.909090909090908,AAPL,-0.10290150184949626
